id,firstSeen,lastSeen,dwellTime,engagementTime,crossLine
50717,2022-07-06 11:00:15,2022-07-06 11:00:34,18.951,17.902000000000008,0
50752,2022-07-06 11:00:53,2022-07-06 11:01:22,28.905,0,1
50762,2022-07-06 11:01:27,2022-07-06 11:01:39,12.056,10.618000000000002,0
50772,2022-07-06 11:02:30,2022-07-06 11:03:01,30.93,29.827000000000023,0
50783,2022-07-06 11:04:12,2022-07-06 11:04:45,33.226,2.8089999999999993,1
50774,2022-07-06 11:03:05,2022-07-06 11:05:10,125.437,122.14999999999922,1
50786,2022-07-06 11:05:55,2022-07-06 11:05:56,1.499,0.451,0
50776,2022-07-06 11:03:18,2022-07-06 11:10:09,410.91,0,1
50813,2022-07-06 11:09:16,2022-07-06 11:10:27,70.78,1.1860000000000002,0
50837,2022-07-06 11:12:57,2022-07-06 11:13:33,36.305,0.20500000000000002,0
50853,2022-07-06 11:14:24,2022-07-06 11:14:25,1.186,0.13,0
50876,2022-07-06 11:18:28,2022-07-06 11:18:32,4.2,2.753000000000001,0
50878,2022-07-06 11:18:32,2022-07-06 11:18:40,8.112,6.942000000000001,0
50882,2022-07-06 11:18:40,2022-07-06 11:19:10,29.294,27.647000000000013,0
50917,2022-07-06 11:20:16,2022-07-06 11:20:30,13.836,12.72200000000001,0
50914,2022-07-06 11:20:13,2022-07-06 11:20:57,43.646,23.007000000000037,0
50829,2022-07-06 11:10:52,2022-07-06 11:23:53,780.796,347.32399999999467,1
50828,2022-07-06 11:10:50,2022-07-06 11:24:25,814.691,689.8380000000184,1
50949,2022-07-06 11:21:34,2022-07-06 11:24:28,173.524,7.542000000000001,1
50939,2022-07-06 11:21:23,2022-07-06 11:24:41,198.122,191.53399999999908,1
50971,2022-07-06 11:24:33,2022-07-06 11:25:06,32.965,30.477000000000025,0
50974,2022-07-06 11:25:06,2022-07-06 11:25:15,8.446,7.338000000000001,0
50978,2022-07-06 11:25:18,2022-07-06 11:25:34,16.187,13.890000000000004,0
50980,2022-07-06 11:25:35,2022-07-06 11:25:43,7.667,6.354,0
50982,2022-07-06 11:26:27,2022-07-06 11:26:52,25.232,12.44200000000001,0
50990,2022-07-06 11:26:53,2022-07-06 11:27:19,25.559,16.776000000000018,0
50993,2022-07-06 11:27:29,2022-07-06 11:28:12,43.514,0.196,1
51001,2022-07-06 11:30:52,2022-07-06 11:30:56,3.545,2.4970000000000003,0
51002,2022-07-06 11:30:57,2022-07-06 11:31:08,10.085,8.184000000000005,0
50967,2022-07-06 11:24:06,2022-07-06 11:31:43,456.981,119.67199999999929,1
50966,2022-07-06 11:24:04,2022-07-06 11:31:42,457.77,311.63399999999507,0
51013,2022-07-06 11:33:29,2022-07-06 11:34:06,37.166,0,1
51035,2022-07-06 11:44:15,2022-07-06 11:44:45,30.207,24.576000000000032,1
51057,2022-07-06 11:45:36,2022-07-06 11:45:55,18.472,17.10100000000001,0
51031,2022-07-06 11:43:33,2022-07-06 11:47:35,242.282,238.02999999999932,0
51093,2022-07-06 11:59:02,2022-07-06 11:59:43,41.554,0,1
51095,2022-07-06 11:59:41,2022-07-06 12:00:54,73.795,17.36200000000001,1
51104,2022-07-06 12:00:54,2022-07-06 12:01:05,11.411,0,0
51102,2022-07-06 12:00:53,2022-07-06 12:02:03,70.511,0,1
51130,2022-07-06 12:05:49,2022-07-06 12:05:52,2.55,0.518,0
51143,2022-07-06 12:08:26,2022-07-06 12:09:45,78.388,0,1
51129,2022-07-06 12:05:48,2022-07-06 12:10:58,309.979,169.74199999999934,1
51163,2022-07-06 12:12:32,2022-07-06 12:12:33,1.449,0.393,0
51149,2022-07-06 12:09:31,2022-07-06 12:12:54,203.744,164.24199999999885,1
51166,2022-07-06 12:13:27,2022-07-06 12:14:57,90.563,91.29099999999968,1
51169,2022-07-06 12:14:28,2022-07-06 12:15:04,36.373,0.713,1
51176,2022-07-06 12:15:52,2022-07-06 12:16:30,37.954,5.123999999999998,1
51186,2022-07-06 12:17:13,2022-07-06 12:22:50,336.782,294.8499999999972,1
51170,2022-07-06 12:14:51,2022-07-06 12:23:05,493.939,217.04799999999904,1
51231,2022-07-06 12:21:21,2022-07-06 12:25:53,272.171,157.144999999999,1
51264,2022-07-06 12:28:48,2022-07-06 12:29:17,28.307,2.8920000000000003,1
51277,2022-07-06 12:31:03,2022-07-06 12:31:52,48.956,1.828,1
51294,2022-07-06 12:32:38,2022-07-06 12:33:16,38.01,2.2270000000000008,1
51298,2022-07-06 12:34:03,2022-07-06 12:34:35,32.835,3.421,1
51275,2022-07-06 12:30:30,2022-07-06 12:35:22,292.423,287.64099999999735,1
51304,2022-07-06 12:41:59,2022-07-06 12:43:24,84.672,4.395,1
51305,2022-07-06 12:42:15,2022-07-06 12:46:13,237.902,7.662000000000001,1
51327,2022-07-06 12:47:17,2022-07-06 12:50:02,164.956,148.89799999999923,1
51368,2022-07-06 12:52:07,2022-07-06 12:53:25,78.263,0.325,1
51395,2022-07-06 13:03:23,2022-07-06 13:03:24,1.503,0,0
51394,2022-07-06 13:03:15,2022-07-06 13:03:44,28.635,0,1
51407,2022-07-06 13:05:31,2022-07-06 13:06:15,43.91,0,1
51416,2022-07-06 13:07:07,2022-07-06 13:07:34,27.328,0.14,0
51306,2022-07-06 12:42:28,2022-07-06 13:08:56,1587.222,1191.2510000001414,1
51307,2022-07-06 12:42:29,2022-07-06 13:08:56,1587.024,1071.7480000000987,0
51426,2022-07-06 13:09:27,2022-07-06 13:09:54,26.877,8.78900000000001,0
51376,2022-07-06 12:56:47,2022-07-06 13:12:09,921.969,900.8420000000557,1
51377,2022-07-06 12:56:49,2022-07-06 13:11:59,910.1,909.688000000059,0
51425,2022-07-06 13:09:27,2022-07-06 13:13:30,242.95,181.27299999999966,0
51467,2022-07-06 13:13:29,2022-07-06 13:13:30,0.976,0,0
51454,2022-07-06 13:12:20,2022-07-06 13:16:29,248.574,276.55899999999764,1
51480,2022-07-06 13:14:35,2022-07-06 13:17:58,202.964,40.27600000000004,0
51488,2022-07-06 13:16:22,2022-07-06 13:21:01,278.134,197.92199999999937,1
51506,2022-07-06 13:20:53,2022-07-06 13:21:00,7.341,6.161,0
51487,2022-07-06 13:16:21,2022-07-06 13:21:37,316.014,307.96899999999556,1
51548,2022-07-06 13:28:55,2022-07-06 13:29:18,22.616,3.872999999999999,0
51549,2022-07-06 13:28:58,2022-07-06 13:29:31,32.448,1.975,0
51584,2022-07-06 13:29:55,2022-07-06 13:29:56,1.046,0,0
51582,2022-07-06 13:29:52,2022-07-06 13:30:21,28.315,3.3349999999999995,0
51547,2022-07-06 13:28:54,2022-07-06 13:34:37,343.023,280.3069999999969,0
51631,2022-07-06 13:33:56,2022-07-06 13:35:37,100.991,1.828,1
51643,2022-07-06 13:35:32,2022-07-06 13:35:50,17.563,0,1
51616,2022-07-06 13:33:20,2022-07-06 13:36:45,205.317,176.68199999999902,1
51649,2022-07-06 13:37:31,2022-07-06 13:38:21,50.783,1.5730000000000002,1
51652,2022-07-06 13:38:16,2022-07-06 13:38:19,3.53,2.2279999999999993,0
51632,2022-07-06 13:33:58,2022-07-06 13:40:40,402.326,290.25199999999757,1
51668,2022-07-06 13:43:13,2022-07-06 13:44:41,88.073,0,1
51666,2022-07-06 13:43:05,2022-07-06 13:45:24,139.527,131.2699999999991,1
51667,2022-07-06 13:43:06,2022-07-06 13:45:23,136.314,5.117999999999999,1
51679,2022-07-06 13:50:13,2022-07-06 13:50:53,40.11,31.52200000000002,1
51687,2022-07-06 13:54:58,2022-07-06 13:55:00,2.754,0,0
51678,2022-07-06 13:47:19,2022-07-06 13:55:15,475.732,444.90799999998774,1
51729,2022-07-06 14:00:22,2022-07-06 14:00:27,5.178,0,0
51721,2022-07-06 14:00:06,2022-07-06 14:00:32,26.402,0,0
51720,2022-07-06 14:00:04,2022-07-06 14:02:53,169.082,0.393,1
51761,2022-07-06 14:03:52,2022-07-06 14:05:45,112.986,0,1
51776,2022-07-06 14:13:00,2022-07-06 14:13:03,3.074,0,0
51777,2022-07-06 14:13:13,2022-07-06 14:13:15,1.57,0,0
51686,2022-07-06 13:54:57,2022-07-06 14:13:31,1113.916,880.1500000000536,1
51779,2022-07-06 14:13:23,2022-07-06 14:13:51,27.991,1.8370000000000004,1
51796,2022-07-06 14:18:06,2022-07-06 14:18:37,30.461,0.199,1
51795,2022-07-06 14:17:54,2022-07-06 14:18:56,62.068,0,1
51800,2022-07-06 14:18:27,2022-07-06 14:19:33,66.582,0,1
51801,2022-07-06 14:18:27,2022-07-06 14:19:33,66.252,0,1
51832,2022-07-06 14:19:50,2022-07-06 14:19:51,1.304,0,0
51775,2022-07-06 14:12:52,2022-07-06 14:21:46,533.263,395.4049999999917,1
51837,2022-07-06 14:20:21,2022-07-06 14:22:44,143.204,0,1
51841,2022-07-06 14:20:25,2022-07-06 14:22:47,141.818,0,1
51693,2022-07-06 13:57:07,2022-07-06 14:26:07,1740.111,354.30099999999464,0
51876,2022-07-06 14:33:10,2022-07-06 14:33:16,5.898,4.391999999999999,0
51878,2022-07-06 14:33:25,2022-07-06 14:33:31,5.971,7.006000000000006,0
51877,2022-07-06 14:33:23,2022-07-06 14:35:08,104.989,69.54399999999991,0
51891,2022-07-06 14:35:08,2022-07-06 14:36:18,70.116,69.06799999999997,0
51892,2022-07-06 14:36:19,2022-07-06 14:36:34,14.88,13.824000000000005,0
51898,2022-07-06 14:36:45,2022-07-06 14:38:14,88.538,64.04500000000006,0
51919,2022-07-06 14:39:32,2022-07-06 14:39:40,7.995,6.938000000000004,0
51853,2022-07-06 14:27:17,2022-07-06 14:39:53,755.826,374.4819999999919,1
51924,2022-07-06 14:40:11,2022-07-06 14:40:20,9.626,8.184000000000005,0
51926,2022-07-06 14:40:41,2022-07-06 14:42:33,111.542,16.381000000000007,1
51938,2022-07-06 14:42:01,2022-07-06 14:45:12,191.699,136.76699999999894,1
51917,2022-07-06 14:39:00,2022-07-06 14:45:59,418.59,423.966999999989,1
51983,2022-07-06 14:48:13,2022-07-06 14:49:11,58.857,2.6300000000000012,1
51995,2022-07-06 14:49:38,2022-07-06 14:49:40,1.893,0.328,0
51996,2022-07-06 14:49:41,2022-07-06 14:49:42,1.312,0.256,0
51998,2022-07-06 14:49:53,2022-07-06 14:49:58,4.319,3.2689999999999997,0
52004,2022-07-06 14:50:35,2022-07-06 14:50:42,6.884,5.245,0
52005,2022-07-06 14:50:37,2022-07-06 14:52:30,112.582,12.713000000000003,1
52014,2022-07-06 14:52:27,2022-07-06 14:52:28,1.303,0.263,0
52031,2022-07-06 14:54:03,2022-07-06 14:54:35,32.178,0.068,1
52065,2022-07-06 14:56:30,2022-07-06 14:57:35,65.209,1.0490000000000002,1
52061,2022-07-06 14:56:20,2022-07-06 14:58:28,128.394,1.951,1
52021,2022-07-06 14:52:51,2022-07-06 15:04:11,679.351,915.0490000000661,1
52020,2022-07-06 14:52:50,2022-07-06 15:04:10,679.795,28.609000000000023,0
52155,2022-07-06 15:06:28,2022-07-06 15:06:29,0.976,0,0
52152,2022-07-06 15:06:23,2022-07-06 15:07:26,62.659,1.9669999999999999,1
52179,2022-07-06 15:07:59,2022-07-06 15:08:01,1.254,0,0
52243,2022-07-06 15:11:14,2022-07-06 15:11:15,0.916,0,0
52239,2022-07-06 15:11:03,2022-07-06 15:14:15,192.217,227.07399999999924,1
52267,2022-07-06 15:12:46,2022-07-06 15:14:30,103.547,9.766000000000002,1
52270,2022-07-06 15:12:48,2022-07-06 15:14:20,92.344,20.76200000000001,0
52314,2022-07-06 15:13:51,2022-07-06 15:15:11,79.692,42.95600000000014,1
52353,2022-07-06 15:15:21,2022-07-06 15:15:41,20.12,0,0
52370,2022-07-06 15:15:42,2022-07-06 15:15:56,14.155,3.0140000000000007,0
52379,2022-07-06 15:16:21,2022-07-06 15:16:24,2.629,1.187,0
52416,2022-07-06 15:19:48,2022-07-06 15:21:23,95.022,1.776,1
52422,2022-07-06 15:21:07,2022-07-06 15:21:41,34.077,0.597,0
52451,2022-07-06 15:25:30,2022-07-06 15:25:37,6.873,4.056,0
52455,2022-07-06 15:25:38,2022-07-06 15:25:41,2.823,1.7679999999999998,0
52462,2022-07-06 15:25:54,2022-07-06 15:26:50,56.485,5.250000000000002,1
52478,2022-07-06 15:28:52,2022-07-06 15:29:33,40.436,24.44300000000001,0
52487,2022-07-06 15:30:39,2022-07-06 15:32:09,89.661,1.3770000000000002,1
52449,2022-07-06 15:25:29,2022-07-06 15:32:48,438.247,66.84399999999995,1
52452,2022-07-06 15:25:31,2022-07-06 15:32:50,438.378,114.02299999999939,1
52453,2022-07-06 15:25:32,2022-07-06 15:34:23,530.835,310.7689999999965,1
52515,2022-07-06 15:35:30,2022-07-06 15:35:31,1.646,0,0
52536,2022-07-06 15:37:21,2022-07-06 15:37:22,1.378,0.197,0
52527,2022-07-06 15:36:45,2022-07-06 15:37:53,67.82,6.7440000000000015,0
52543,2022-07-06 15:38:56,2022-07-06 15:40:13,76.875,69.601,1
52554,2022-07-06 15:42:55,2022-07-06 15:44:50,115.484,52.89600000000009,1
52613,2022-07-06 15:47:03,2022-07-06 15:47:11,7.537,0,0
52023,2022-07-06 14:53:00,2022-07-06 15:49:21,3381.0,1493.5000000002563,1
52547,2022-07-06 15:41:01,2022-07-06 15:49:39,517.923,383.36799999999397,1
52548,2022-07-06 15:41:03,2022-07-06 15:49:38,515.375,208.30299999999903,1
52610,2022-07-06 15:46:28,2022-07-06 15:52:39,370.341,142.9329999999988,1
52578,2022-07-06 15:43:54,2022-07-06 15:53:18,563.882,390.1319999999946,1
52540,2022-07-06 15:38:13,2022-07-06 15:56:11,1077.677,856.4480000000368,1
52667,2022-07-06 15:56:36,2022-07-06 15:56:37,1.19,0,0
52671,2022-07-06 15:56:55,2022-07-06 15:56:56,1.038,0,0
52674,2022-07-06 15:57:05,2022-07-06 15:57:07,1.951,0.907,0
52646,2022-07-06 15:53:14,2022-07-06 15:58:04,289.533,246.14799999999872,0
52683,2022-07-06 15:58:30,2022-07-06 16:00:06,96.608,66.26799999999993,1
52699,2022-07-06 16:05:04,2022-07-06 16:06:25,80.881,78.5389999999999,1
52708,2022-07-06 16:07:51,2022-07-06 16:09:38,107.012,52.8060000000001,1
52716,2022-07-06 16:09:33,2022-07-06 16:09:38,5.105,4.055000000000001,0
52728,2022-07-06 16:12:27,2022-07-06 16:12:34,6.681,4.972000000000003,0
52722,2022-07-06 16:11:58,2022-07-06 16:14:47,169.87,17.950000000000014,0
52734,2022-07-06 16:14:59,2022-07-06 16:15:39,40.043,9.639000000000006,1
52747,2022-07-06 16:17:04,2022-07-06 16:17:37,32.376,4.121999999999999,1
52765,2022-07-06 16:18:28,2022-07-06 16:18:53,24.962,0.5900000000000001,1
52721,2022-07-06 16:11:56,2022-07-06 16:20:54,537.453,127.8629999999995,1
52756,2022-07-06 16:17:25,2022-07-06 16:21:01,216.534,209.24899999999894,1
52804,2022-07-06 16:24:07,2022-07-06 16:24:08,1.113,0,0
52805,2022-07-06 16:24:27,2022-07-06 16:24:28,1.631,0.5810000000000001,0
52810,2022-07-06 16:25:16,2022-07-06 16:25:18,2.024,0.9749999999999999,0
52809,2022-07-06 16:25:04,2022-07-06 16:25:25,20.97,8.781000000000006,0
52818,2022-07-06 16:25:46,2022-07-06 16:26:18,31.451,3.599999999999999,0
52822,2022-07-06 16:26:09,2022-07-06 16:26:39,30.014,2.442,1
52825,2022-07-06 16:26:28,2022-07-06 16:26:29,1.114,0,0
52807,2022-07-06 16:25:02,2022-07-06 16:28:16,194.241,178.3159999999991,1
52832,2022-07-06 16:30:14,2022-07-06 16:30:34,20.308,1.374,1
52834,2022-07-06 16:30:18,2022-07-06 16:31:37,79.363,1.1680000000000001,0
52867,2022-07-06 16:38:17,2022-07-06 16:42:48,271.458,458.1589999999877,0
52873,2022-07-06 16:40:32,2022-07-06 16:43:12,159.916,173.79699999999912,1
52883,2022-07-06 16:42:55,2022-07-06 16:43:26,31.272,24.849000000000032,1
52901,2022-07-06 16:45:59,2022-07-06 16:47:28,89.594,69.78199999999998,1
52904,2022-07-06 16:46:30,2022-07-06 16:47:27,57.222,46.07300000000003,0
52903,2022-07-06 16:46:27,2022-07-06 16:48:03,96.018,78.44599999999973,1
52911,2022-07-06 16:47:30,2022-07-06 16:48:02,31.783,21.63600000000001,1
52925,2022-07-06 16:49:24,2022-07-06 16:49:26,1.122,0.063,0
