id,firstSeen,lastSeen,dwellTime,engagementTime,crossLine
43875,2022-07-05 11:00:33,2022-07-05 11:00:34,0.913,0,0
43865,2022-07-05 11:00:25,2022-07-05 11:01:50,84.928,8.919000000000006,1
43910,2022-07-05 11:02:34,2022-07-05 11:02:45,10.876,9.549000000000003,0
43916,2022-07-05 11:03:03,2022-07-05 11:03:10,6.619,3.3449999999999998,1
43927,2022-07-05 11:04:45,2022-07-05 11:04:53,7.744,2.6809999999999987,0
43922,2022-07-05 11:03:47,2022-07-05 11:05:22,95.42,54.57400000000007,1
43925,2022-07-05 11:04:35,2022-07-05 11:05:24,48.965,6.215000000000001,1
43918,2022-07-05 11:03:19,2022-07-05 11:06:12,173.401,170.32799999999955,1
43945,2022-07-05 11:09:09,2022-07-05 11:09:11,2.171,1.1130000000000002,0
43947,2022-07-05 11:09:39,2022-07-05 11:10:01,21.891,4.845000000000003,1
43973,2022-07-05 11:15:15,2022-07-05 11:16:12,56.499,2.679,1
43971,2022-07-05 11:14:54,2022-07-05 11:16:56,121.51,116.13199999999946,1
43974,2022-07-05 11:15:20,2022-07-05 11:17:02,101.199,2.6880000000000006,1
43994,2022-07-05 11:18:13,2022-07-05 11:19:33,79.56,39.26500000000004,1
44009,2022-07-05 11:19:34,2022-07-05 11:19:59,24.843,23.788000000000043,0
43956,2022-07-05 11:10:24,2022-07-05 11:22:20,716.495,221.72599999999915,1
44011,2022-07-05 11:19:50,2022-07-05 11:23:44,234.488,195.76699999999892,1
43957,2022-07-05 11:10:31,2022-07-05 11:24:06,815.858,737.8680000000261,1
44042,2022-07-05 11:24:00,2022-07-05 11:25:03,63.508,0,1
44063,2022-07-05 11:25:18,2022-07-05 11:26:13,55.181,0,0
44041,2022-07-05 11:23:49,2022-07-05 11:27:24,215.754,119.58199999999975,1
44040,2022-07-05 11:23:46,2022-07-05 11:27:25,219.882,216.08099999999962,1
44132,2022-07-05 11:31:43,2022-07-05 11:32:44,60.826,17.692000000000025,1
44151,2022-07-05 11:35:19,2022-07-05 11:36:12,52.954,0,1
44146,2022-07-05 11:34:19,2022-07-05 11:36:15,115.859,84.86799999999975,1
44147,2022-07-05 11:34:20,2022-07-05 11:36:16,116.195,0.392,1
44153,2022-07-05 11:36:11,2022-07-05 11:37:05,54.395,1.6380000000000001,0
44169,2022-07-05 11:38:25,2022-07-05 11:38:29,4.587,3.5399999999999996,0
44172,2022-07-05 11:38:50,2022-07-05 11:38:51,1.051,0,0
44187,2022-07-05 11:41:31,2022-07-05 11:44:22,171.059,170.0089999999996,0
44199,2022-07-05 11:44:39,2022-07-05 11:45:03,23.861,12.169000000000008,0
44192,2022-07-05 11:43:33,2022-07-05 11:45:20,106.966,0.314,1
44204,2022-07-05 11:45:03,2022-07-05 11:47:04,120.788,69.941,0
44235,2022-07-05 11:47:42,2022-07-05 11:47:46,4.529,1.3090000000000006,0
44221,2022-07-05 11:46:51,2022-07-05 11:48:22,90.768,11.610000000000005,1
44242,2022-07-05 11:48:02,2022-07-05 11:49:16,73.133,71.96199999999999,0
44288,2022-07-05 11:53:15,2022-07-05 11:53:21,5.765,4.7170000000000005,0
44299,2022-07-05 11:56:12,2022-07-05 11:59:27,194.515,178.84599999999904,1
44249,2022-07-05 11:49:28,2022-07-05 11:59:56,627.513,644.8750000000067,1
